YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION
1998,1,1,0,30.4,22.8,67,3,240
1998,1,2,0,30.8,23.5,65,3,200
1998,1,3,0,31.3,23.8,66,3,60
1998,1,4,0,31,24,68,2,250
1998,1,5,0,31.8,24.6,60,3,70
1998,1,6,0,30.2,25,63,3,60
1998,1,7,0,31.1,24.6,65,3,20
1998,1,8,0,30.8,24.4,69,3,360
1998,1,9,0,32.2,23.8,59,3,70
1998,1,10,0,31.5,24.5,65,2,320
1998,1,11,0,32.3,24.6,69,3,250
1998,1,12,0,31.8,24.8,67,4,140
1998,1,13,0,32.7,24.8,65,3,160
1998,1,14,0,33.5,25.7,70,3,90
1998,1,15,0,31.8,26.1,75,3,240
1998,1,16,0,32.4,25.8,77,3,200
1998,1,17,0,34.4,26.4,75,3,200
1998,1,18,0,32,26.4,71,3,220
1998,1,19,0.2,29.4,25.4,78,3,250
1998,1,20,0,31.8,25,70,2,160
1998,1,21,1,28.9,25.2,80,2,270
1998,1,22,0,31.8,23.4,59,4,90
1998,1,23,0,30.9,24.9,66,3,360
1998,1,24,0,32.4,24,61,3,250
1998,1,25,0,29.2,24.7,71,2,90
1998,1,26,0,31.3,24.6,68,2,220
1998,1,27,1.8,31.2,23.7,69,3,360
1998,1,28,2.4,29,23.7,82,2,270
1998,1,29,0,32.4,24.6,64,3,70
1998,1,30,1,28.2,24.3,82,2,160
1998,1,31,0,32.3,24,62,3,340
1998,2,1,0,32.3,23.4,65,2,340
1998,2,2,0,30.6,24.5,70,3,250
1998,2,3,0,32.2,23,58,4,120
1998,2,4,0,30.8,23.4,67,3,240
1998,2,5,0,28.9,24.5,71,3,320
1998,2,6,0,29.6,24.6,75,2,220
1998,2,7,0,30.8,24.5,76,3,220
1998,2,8,0,31.8,24.6,74,2,270
1998,2,9,0,32.2,26,74,2,240
1998,2,10,0,31.7,26,75,3,160
1998,2,11,0,32.4,26.2,73,3,200
1998,2,12,0,33.4,26.2,63,3,140
1998,2,13,0,33.7,26.8,63,4,90
1998,2,14,0,32.9,25.2,64,3,140
1998,2,15,0,33,25.8,63,5,110
1998,2,16,0,33.9,26.5,64,3,90
1998,2,17,0,33.8,26.8,68,3,120
1998,2,18,0,33.9,26.8,62,4,120
1998,2,19,0,33.6,26.8,64,4,90
1998,2,20,0,33.7,26.4,67,4,140
1998,2,21,0,33.4,26.6,66,3,220
1998,2,22,0,32.8,25.4,68,3,180
1998,2,23,0,33,26,63,3,140
1998,2,24,0,33,26.8,67,3,220
1998,2,25,0,32.9,26,73,3,240
1998,2,26,0,33.1,26.5,72,3,140
1998,2,27,0,32.3,26.2,66,3,140
1998,2,28,0,33.6,26.4,67,2,250
1998,3,1,6.2,30.6,24.6,80,2,40
1998,3,2,0.2,28.3,25.2,76,2,60
1998,3,3,0,33,25.2,74,3,120
1998,3,4,0,32.9,25,65,4,160
1998,3,5,0,29.8,26.3,65,4,180
1998,3,6,0,33,25.4,59,4,160
1998,3,7,0,31.8,26,64,4,160
1998,3,8,0,32.9,26.2,63,2,90
1998,3,9,0,34.4,26,65,3,140
1998,3,10,0,32.7,26,68,3,240
1998,3,11,0,33,26.2,70,3,240
1998,3,12,0,31.5,25.8,68,4,220
1998,3,13,0,32,26.8,70,3,320
1998,3,14,0,33,27.4,70,3,200
1998,3,15,0,33.6,26,70,3,220
1998,3,16,0,33.6,25,62,3,90
1998,3,17,0,33.2,26,61,4,140
1998,3,18,0,33.4,26,66,3,160
1998,3,19,0,33.2,27.2,62,3,90
1998,3,20,0,34.6,27.7,64,4,90
1998,3,21,0,33.5,27.6,68,4,160
1998,3,22,3,31,25.9,65,3,70
1998,3,23,0,32.8,26,58,4,120
1998,3,24,0,32.8,26.2,64,4,60
1998,3,25,2.2,31.2,24.4,80,3,340
1998,3,26,0.2,33.2,26.4,73,4,110
1998,3,27,0,33.4,26.8,67,4,90
1998,3,28,2.6,33.5,26.4,61,4,160
1998,3,29,0,32.9,26.2,71,3,90
1998,3,30,0,34.2,25.8,56,4,120
1998,3,31,0,34,26,54,3,120
1998,4,1,0,33.6,26.7,67,3,240
1998,4,2,0,33,27,66,3,90
1998,4,3,0,33.6,26.4,71,3,90
1998,4,4,0,32.8,26.2,50,8,120
1998,4,5,0.4,33.8,26,65,2,70
1998,4,6,0,33.2,26,66,3,90
1998,4,7,0,33.9,26,60,3,120
1998,4,8,0,34.7,26.9,61,3,140
1998,4,9,0,33.6,26.2,61,5,120
1998,4,10,0,32.7,26.4,63,3,180
1998,4,11,0,33.6,27.4,65,5,160
1998,4,12,0,34.6,27,63,4,120
1998,4,13,0,35.4,28.1,61,3,140
1998,4,14,0.4,33.2,28,71,3,240
1998,4,15,0,32.8,27.8,70,4,240
1998,4,16,0,32.6,28,72,3,220
1998,4,17,2,31.8,27.6,76,4,220
1998,4,18,0,34.1,27.2,72,4,220
1998,4,19,0,34.8,27,60,3,90
1998,4,20,0,35.3,27,58,5,90
1998,4,21,0,33.8,27.2,59,5,90
1998,4,22,0,34.7,27.3,64,3,140
1998,4,23,0,34.9,27.6,58,3,110
1998,4,24,0,33.6,28.3,62,3,270
1998,4,25,0,35.8,29.2,63,4,160
1998,4,26,0,35.7,28.8,63,4,140
1998,4,27,0,35.9,28,63,4,140
1998,4,28,0,36,27.8,55,4,140
1998,4,29,0,36,29,58,4,120
1998,4,30,0,35.6,28.4,57,4,160
1998,5,1,0,35.5,28.2,57,5,160
1998,5,2,0,35.8,28,54,4,160
1998,5,3,0,35.2,27.6,60,3,180
1998,5,4,0,36,28.2,55,4,60
1998,5,5,0,35.8,28.7,58,4,120
1998,5,6,0,36.2,28.7,56,4,60
1998,5,7,0,35.4,28.7,58,4,70
1998,5,8,0,36,28.7,58,5,120
1998,5,9,0,36.4,29.2,56,4,160
1998,5,10,0,35.5,28.6,60,3,140
1998,5,11,0,34.3,28.4,56,4,90
1998,5,12,0,35.7,29,58,4,120
1998,5,13,0,36.5,29.2,56,4,90
1998,5,14,0,35.8,28.6,55,4,140
1998,5,15,0,35.6,29.2,56,6,160
1998,5,16,5,36.1,27.8,62,4,160
1998,5,17,0,35.6,28.7,61,3,140
1998,5,18,0,35.4,29.2,66,3,240
1998,5,19,0,34.2,29.2,73,3,240
1998,5,20,0,33.5,29,71,3,200
1998,5,21,0,32.8,28,75,4,220
1998,5,22,2.2,30,27,87,5,200
1998,5,23,0.2,31.5,27.8,81,7,180
1998,5,24,0,31.8,28.2,81,4,220
1998,5,25,16.9,31.1,25.5,84,4,180
1998,5,26,24.5,29,25.2,94,4,180
1998,5,27,7.3,27.8,26,93,5,180
1998,5,28,67.2,28.4,24.8,91,4,220
1998,5,29,2.4,29.8,25.8,89,3,220
1998,5,30,1,30.8,27,80,5,200
1998,5,31,0,32.8,28,78,3,240
1998,6,1,0,32.3,28.7,80,3,220
1998,6,2,0,32.8,28.9,79,3,240
1998,6,3,0,32.8,29.5,75,3,220
1998,6,4,0.8,33,27.8,78,2,180
1998,6,5,0,33.5,28.6,74,3,200
1998,6,6,0,33.6,29,72,4,200
1998,6,7,1,33.6,28.8,69,2,240
1998,6,8,0,33.9,28.5,75,3,180
1998,6,9,0,33.5,29.2,75,3,220
1998,6,10,0,34.2,28.8,72,2,270
1998,6,11,0,33.2,28.8,72,2,270
1998,6,12,0,36.4,28.8,59,4,160
1998,6,13,0,35.6,29.7,62,5,160
1998,6,14,18.8,33.4,26.2,77,3,240
1998,6,15,0,33,29,78,3,200
1998,6,16,0,33.8,28.6,74,3,240
1998,6,17,0.6,33.3,27.5,79,3,200
1998,6,18,2.4,33.2,27.4,76,3,240
1998,6,19,13,34.8,27.5,70,4,160
1998,6,20,0,33.5,27.8,72,3,160
1998,6,21,14,32.4,27.6,73,2,220
1998,6,22,54.8,31,24.2,80,2,160
1998,6,23,7.2,31.8,25.9,86,2,220
1998,6,24,7.6,32,25.8,82,3,180
1998,6,25,0,31.5,27.4,79,3,160
1998,6,26,0,32.4,27,73,3,90
1998,6,27,0,31.7,27.2,74,3,90
1998,6,28,0.4,32.4,27.6,68,2,90
1998,6,29,0,32.8,27.2,72,3,40
1998,6,30,0,33.8,27.3,71,3,240
1998,7,1,0,33.8,28.2,72,2,240
1998,7,2,0,35.2,28.9,64,3,90
1998,7,3,0,35.5,27.2,68,4,160
1998,7,4,1.8,32.7,26.2,74,3,360
1998,7,5,17.4,30.8,25,81,2,160
1998,7,6,0,31.6,28,76,3,240
1998,7,7,0,31.6,27.2,74,2,240
1998,7,8,0,33.4,28.2,78,3,220
1998,7,9,0,32,28.8,74,3,240
1998,7,10,0,31.5,29,77,3,220
1998,7,11,12.2,29.9,26,86,2,220
1998,7,12,0.2,33,27,78,3,240
1998,7,13,0,34.8,28.5,74,3,180
1998,7,14,3.7,30,26.4,76,3,240
1998,7,15,0,33.1,28,76,2,240
1998,7,16,0,32.8,28.2,70,3,200
1998,7,17,0,33.5,28.8,71,3,200
1998,7,18,0,33.3,28,74,3,200
1998,7,19,0,34,29.2,73,3,240
1998,7,20,0,34,29,73,3,200
1998,7,21,15,34.2,27.2,76,3,240
1998,7,22,29,34,23.8,76,4,200
1998,7,23,26.7,33.4,27.4,76,2,240
1998,7,24,0,33.6,28.4,74,3,220
1998,7,25,1.2,34,27.6,77,4,200
1998,7,26,2,33.4,27,76,2,240
1998,7,27,0,32.7,27,75,2,270
1998,7,28,11.4,32.6,27,78,3,240
1998,7,29,31.8,33.5,24.8,84,2,220
1998,7,30,14.6,30.8,24.8,80,2,220
1998,7,31,0.2,31.8,27.2,79,3,270
1998,8,1,1.2,32.8,27,79,2,200
1998,8,2,0.8,32.3,27,79,3,240
1998,8,3,5.2,30.7,27.5,84,4,220
1998,8,4,0,32.2,28,77,3,180
1998,8,5,0,32.9,27,74,3,220
1998,8,6,50.4,32,23.8,93,3,220
1998,8,7,0,31.6,26.9,79,3,220
1998,8,8,15.4,32,24.9,83,2,220
1998,8,9,2.6,32.2,25.4,82,3,140
1998,8,10,8.6,33.4,25.4,78,2,200
1998,8,11,5.6,32.5,24.1,80,3,340
1998,8,12,0.8,30.5,27,79,2,200
1998,8,13,0,33.2,28,73,2,270
1998,8,14,7,32.8,26,75,2,270
1998,8,15,5,31.5,26.5,82,2,340
1998,8,16,3.8,30.4,25.7,86,2,220
1998,8,17,0.2,30.8,26.5,84,2,200
1998,8,18,0.2,32.5,27.6,77,3,200
1998,8,19,21.2,31.5,25.3,89,3,340
1998,8,20,0,30,26.4,82,3,180
1998,8,21,1.4,32.5,27.6,77,3,200
1998,8,22,6.2,32.7,26.5,80,2,200
1998,8,23,1.6,31.5,25.2,81,2,40
1998,8,24,0,32.4,26,76,3,240
1998,8,25,0,33.5,28.3,75,3,200
1998,8,26,0,33.3,28.6,72,3,180
1998,8,27,0,33.3,29.6,74,3,200
1998,8,28,0,33.2,28,75,3,200
1998,8,29,16.6,32.5,25.6,86,4,200
1998,8,30,16.4,31.7,25.6,86,3,220
1998,8,31,25.5,32.2,25.4,83,3,240
1998,9,1,0,32.6,27,76,3,240
1998,9,2,0,32.6,28.2,80,3,200
1998,9,3,0,32.7,28.4,76,4,200
1998,9,4,8.8,33.2,26.8,83,3,200
1998,9,5,8.6,30.8,26.8,76,3,200
1998,9,6,0,30.8,27.8,76,3,200
1998,9,7,0,33.4,27.5,75,2,220
1998,9,8,0,33,27.4,73,3,240
1998,9,9,1.2,32.5,27,70,4,360
1998,9,10,2.6,31.4,25.4,75,2,270
1998,9,11,0,31.8,27.4,75,3,220
1998,9,12,0,31.5,27.2,81,3,200
1998,9,13,18.7,30.2,25.2,83,3,240
1998,9,14,51.4,29.9,24,90,5,180
1998,9,15,16,27.9,24.9,92,4,200
1998,9,16,63.4,27.2,24.4,95,3,200
1998,9,17,84.2,27.3,24.8,97,5,180
1998,9,18,116.4,27.9,25.1,95,7,200
1998,9,19,29.6,28.1,22.4,92,6,200
1998,9,20,15.4,28.9,25,91,4,200
1998,9,21,8.4,29.4,26,90,3,240
1998,9,22,0,30.8,26.6,82,3,220
1998,9,23,31.2,32,24.8,84,3,200
1998,9,24,12.4,31.1,25.8,82,2,180
1998,9,25,31.8,31,24.8,91,2,180
1998,9,26,53.2,31.5,24.6,84,3,360
1998,9,27,1.1,31.2,27.5,80,3,180
1998,9,28,41.9,30.9,25.2,84,5,200
1998,9,29,3.6,30.4,27.5,86,4,200
1998,9,30,105,29.4,24.5,90,3,200
1998,10,1,9.4,29.4,24.8,88,3,200
1998,10,2,0,30.8,27.5,78,3,200
1998,10,3,0,32.5,27.5,74,3,90
1998,10,4,3.9,32.8,25.2,77,3,140
1998,10,5,0,32.3,27.8,74,3,270
1998,10,6,0,32.5,27.2,70,3,20
1998,10,7,0.2,33,27,72,3,20
1998,10,8,3.2,30.5,26.8,80,2,270
1998,10,9,37,29.7,25.7,89,2,200
1998,10,10,1.4,29.6,26.8,83,2,360
1998,10,11,2.6,30,26.8,85,2,340
1998,10,12,0.4,32.8,27,73,3,20
1998,10,13,10.8,28.5,25.5,89,2,180
1998,10,14,32.4,29.2,26,84,8,220
1998,10,15,2.6,30.7,27.7,86,8,200
1998,10,16,1.2,30.5,27.4,82,4,220
1998,10,17,10.8,32,23.9,79,3,200
1998,10,18,0,30.8,26.4,81,2,60
1998,10,19,0.4,31.3,26.8,83,2,60
1998,10,20,4.4,30.6,26.6,77,3,40
1998,10,21,13.6,32,25.4,79,2,340
1998,10,22,64,29.7,25,86,7,300
1998,10,23,128.8,25.6,24.2,97,8,160
1998,10,24,9.6,28.4,26,93,4,160
1998,10,25,0,31.4,27,82,2,140
1998,10,26,0,31.7,27.5,79,3,220
1998,10,27,0,31.8,27.5,77,2,340
1998,10,28,0,34.5,27.6,68,2,90
1998,10,29,15,29.1,25.1,88,2,360
1998,10,30,0,31.5,27,77,2,320
1998,10,31,5.2,30.9,26.5,78,2,40
1998,11,1,1.2,31.5,27,77,1,360
1998,11,2,1.2,31,26.4,78,2,300
1998,11,3,0.2,30.2,26.6,79,2,320
1998,11,4,0,31.8,26.8,76,3,360
1998,11,5,0,31.8,27.1,76,2,200
1998,11,6,1.6,32.2,26.5,76,2,220
1998,11,7,5.4,31.6,26.6,75,2,200
1998,11,8,0,31.2,26.5,77,2,240
1998,11,9,16.2,31.6,26.8,78,2,270
1998,11,10,10.2,31.3,27,81,2,220
1998,11,11,8,33.4,25.8,75,3,20
1998,11,12,3.4,31.5,25.4,80,2,60
1998,11,13,0.2,33,27,72,2,90
1998,11,14,0.2,32.4,26.5,75,2,320
1998,11,15,0.9,32.6,26,76,2,360
1998,11,16,7.4,30.4,26,91,2,340
1998,11,17,0.8,32.4,27,77,2,90
1998,11,18,0,30.2,26.2,79,2,340
1998,11,19,0,32.5,26.2,73,2,90
1998,11,20,0,31.5,26,75,2,320
1998,11,21,0.4,30.3,26,83,2,200
1998,11,22,19.2,31,25.2,87,3,300
1998,11,23,2.4,30.5,26,84,2,340
1998,11,24,0,31.5,26.3,76,3,90
1998,11,25,4.6,31.7,26,84,2,360
1998,11,26,0,31.8,26.5,76,2,90
1998,11,27,0,31.5,27.5,78,2,240
1998,11,28,0,32,27.4,78,2,270
1998,11,29,0.4,31.2,27,80,2,270
1998,11,30,0.2,30.3,27,77,3,360
1998,12,1,9,31.4,26,80,2,270
1998,12,2,2.4,30,26,79,3,360
1998,12,3,0,31,26.5,73,2,360
1998,12,4,0,32.9,27,65,3,360
1998,12,5,0,32.5,27.4,65,4,20
1998,12,6,0,30.8,27.4,67,4,20
1998,12,7,0.8,31,26,77,2,20
1998,12,8,27.4,29.5,23.5,88,2,360
1998,12,9,11.2,28.7,23.8,87,2,360
1998,12,10,3.8,28.9,24.5,75,5,20
1998,12,11,58.2,25.2,24,94,2,360
1998,12,12,4.8,30.2,25.4,83,1,90
1998,12,13,8.4,31.4,24,76,3,60
1998,12,14,0,32.2,25.3,71,3,60
1998,12,15,5,30,24.8,80,2,220
1998,12,16,50.1,27.4,24,96,2,360
1998,12,17,17.8,27.2,24.4,92,2,360
1998,12,18,19.4,26.5,24.1,97,3,360
1998,12,19,0,32.5,26.2,74,4,160
1998,12,20,0,33,26.5,78,2,120
1998,12,21,0,32.7,26.8,75,3,140
1998,12,22,0,33.6,27,76,2,180
1998,12,23,14,32.8,26.1,78,2,220
1998,12,24,0,30.2,27,79,2,220
1998,12,25,0,32.5,25.8,70,2,360
1998,12,26,0,30.2,26.2,68,2,360
1998,12,27,45.8,29.8,23.6,80,3,340
1998,12,28,17.2,25.7,23.8,92,2,40
1998,12,29,8.4,28.8,24.7,87,2,360
1998,12,30,12.2,28.7,23.7,87,2,90
1998,12,31,0,29.9,24.4,74,2,20
1999,1,1,0,29.5,25,75,3,360
1999,1,2,0,29.3,24.5,75,2,180
1999,1,3,0,29,24.8,79,2,120
1999,1,4,0,29.6,25,80,2,220
1999,1,5,8.4,28.7,25.8,85,2,200
1999,1,6,0,29.8,26,80,2,220
1999,1,7,0,28.3,25,77,2,200
1999,1,8,0,28.5,24.6,77,2,200
1999,1,9,0,30.1,26,72,2,360
1999,1,10,0,27.5,24.6,73,2,220
1999,1,11,0,30.1,24.6,66,4,20
1999,1,12,3.8,30.2,24,79,3,90
1999,1,13,0.4,27.1,24.6,79,2,360
1999,1,14,1.4,27.7,24.2,83,2,40
1999,1,15,0.8,28.7,24.7,82,2,360
1999,1,16,0,30,25,71,2,360
1999,1,17,0,29.3,25.7,75,1,240
1999,1,18,1,28.7,25.8,77,3,60
1999,1,19,1.8,29.3,24.5,84,2,360
1999,1,20,0.4,31,25,73,2,20
1999,1,21,0,31.4,25.2,64,3,60
1999,1,22,0,32,26.4,65,4,90
1999,1,23,0,29.2,26,79,2,270
1999,1,24,0,30.8,26,77,2,270
1999,1,25,0,31.2,26,75,3,220
1999,1,26,0,30.5,26.2,76,2,240
1999,1,27,0,30.7,25,74,3,240
1999,1,28,0,30.7,25,73,3,180
1999,1,29,0,29.2,25,75,2,90
1999,1,30,0,30.7,24.3,69,2,300
1999,1,31,0,30.6,24.1,71,2,270
1999,2,1,0,30.7,26,71,2,240
1999,2,2,0,30.9,26.2,73,2,240
1999,2,3,0,30.3,24,64,3,20
1999,2,4,0,29.2,23.8,60,4,20
1999,2,5,0,28.8,23.4,66,3,340
1999,2,6,0,29.3,24.2,67,3,360
1999,2,7,0,27.8,25,74,2,360
1999,2,8,0,30,25.2,73,2,200
1999,2,9,0,29.4,25.6,72,2,240
1999,2,10,0,30.5,23.8,70,2,270
1999,2,11,0,30.1,24.8,74,3,270
1999,2,12,0,29.5,24.9,69,3,20
1999,2,13,0,27.5,23,71,2,360
1999,2,14,0,29.2,23.2,68,2,180
1999,2,15,0,29.6,24.2,68,2,20
1999,2,16,0,27.2,23.2,74,2,140
1999,2,17,0,30,22.8,68,3,270
1999,2,18,0,29.5,22.9,70,3,200
1999,2,19,0,31,23.9,66,3,360
1999,2,20,1.6,27.2,24.6,74,2,360
1999,2,21,0,29,25,70,2,90
1999,2,22,0,30.6,25.6,71,3,300
1999,2,23,0,30.9,25,70,3,60
1999,2,24,0,30.3,24.6,69,3,90
1999,2,25,0,31.8,25,67,3,220
1999,2,26,9.4,30.2,24.8,77,2,200
1999,2,27,0,32.7,25.2,68,4,120
1999,2,28,0,31.8,25.2,61,2,90
1999,3,1,0,32.2,26,54,3,20
1999,3,2,1.3,29.2,25.2,72,4,360
1999,3,3,2.5,27.5,24.8,84,2,360
1999,3,4,2.2,28.7,25.6,81,2,240
1999,3,5,0,32.1,27,76,3,360
1999,3,6,0,30.8,27,78,2,200
1999,3,7,0,30.8,25.8,82,2,200
1999,3,8,9.2,29.7,24.8,82,3,240
1999,3,9,0,29.6,25.4,79,2,240
1999,3,10,0,32.5,26.5,75,2,240
1999,3,11,0,31.7,26.8,74,3,200
1999,3,12,0,32.5,25.8,73,3,240
1999,3,13,0,32.8,26.5,68,3,220
1999,3,14,6,30.8,25.2,81,2,120
1999,3,15,0,32.5,26.5,73,2,270
1999,3,16,0,33.8,27,69,3,240
1999,3,17,0,33.9,27,62,5,120
1999,3,18,0,33,27.3,62,5,90
1999,3,19,0,32.8,27.2,68,4,240
1999,3,20,0,35.3,26.4,62,4,120
1999,3,21,0,34.8,26.2,63,2,90
1999,3,22,0,33.6,26.6,62,3,240
1999,3,23,0,33.4,26.1,58,3,60
1999,3,24,0,33.2,27,65,3,270
1999,3,25,0,32.5,26.4,68,3,320
1999,3,26,0,34.6,26.8,59,4,160
1999,3,27,0,33.2,27.2,65,4,120
1999,3,28,9.8,28.4,25,84,2,120
1999,3,29,0,30.9,25.5,77,2,340
1999,3,30,5.8,29.3,24.2,89,2,270
1999,3,31,9.2,29.5,25.2,88,2,320
1999,4,1,0,31.3,26.4,74,3,140
1999,4,2,0,32.6,26.5,72,2,200
1999,4,3,0,31.6,26.8,71,3,240
1999,4,4,29.6,31.1,25.8,79,2,320
1999,4,5,40.6,30.8,24.4,78,3,360
1999,4,6,0,30.5,26.8,80,2,240
1999,4,7,0,33.7,26.6,65,3,120
1999,4,8,14.6,29.9,25.5,81,2,120
1999,4,9,0,30.5,25.6,81,3,360
1999,4,10,0,31.5,27,78,2,220
1999,4,11,1.4,29.9,27,87,2,220
1999,4,12,0,31,27.4,79,3,200
1999,4,13,0.8,32.6,27.4,77,4,240
1999,4,14,12.4,30.5,26.3,78,3,200
1999,4,15,0,34.4,27.2,60,4,60
1999,4,16,0,32,26.4,68,2,270
1999,4,17,0,34.5,27.5,65,4,120
1999,4,18,0,33.5,27.6,66,3,270
1999,4,19,0,33.6,27.6,66,2,240
1999,4,20,0,33.4,27.5,61,2,240
1999,4,21,0.2,31.8,26.4,68,3,40
1999,4,22,0,32.8,27.5,74,2,240
1999,4,23,1.6,32.8,27.2,74,3,180
1999,4,24,0,32.5,28.2,76,4,200
1999,4,25,0,32.8,28,73,3,220
1999,4,26,24.1,34.5,25.4,76,4,180
1999,4,27,0,32.4,26.2,78,3,240
1999,4,28,0,32.8,26.4,75,3,160
1999,4,29,0,33,27.5,71,3,90
1999,4,30,0.6,33,27.6,71,3,90
1999,5,1,4.4,33.2,26.8,72,4,40
1999,5,2,0,33.5,27,68,2,240
1999,5,3,41.4,33.8,25.8,80,3,300
1999,5,4,0,32.9,28.2,73,3,240
1999,5,5,5.6,32.8,26.1,76,3,360
1999,5,6,0,31.5,26.7,77,2,180
1999,5,7,0,31,27.4,76,3,220
1999,5,8,0,32.8,27.8,73,3,180
1999,5,9,0,33.8,28,73,3,220
1999,5,10,0,33,28,72,3,240
1999,5,11,0,33.4,27.6,71,3,240
1999,5,12,0,32.7,27.4,71,3,160
1999,5,13,11.8,33.3,24.7,82,3,200
1999,5,14,0.2,32.8,26.5,77,3,240
1999,5,15,0,32.8,27.6,72,3,240
1999,5,16,9.8,33.8,26.8,72,2,180
1999,5,17,3.8,32.3,27.6,78,2,240
1999,5,18,0,35,28.4,66,4,140
1999,5,19,0,33.7,27.8,69,2,240
1999,5,20,0,34.2,27.4,63,4,40
1999,5,21,1.2,30.5,26.2,80,2,320
1999,5,22,0,32.1,27,73,2,20
1999,5,23,3.1,31,26.4,78,2,90
1999,5,24,0,33.8,27.9,74,3,270
1999,5,25,5.2,34,27.4,75,3,240
1999,5,26,0,34,28.7,73,3,160
1999,5,27,3.8,33.2,26.4,76,3,360
1999,5,28,0,33,28.2,71,3,220
1999,5,29,5.2,32.5,26,80,3,300
1999,5,30,3,31.8,26,79,3,200
1999,5,31,0,31.7,27.6,76,4,200
1999,6,1,7,32.6,27.2,78,4,220
1999,6,2,1.6,31.5,26.9,79,3,200
1999,6,3,7,31.8,27,81,4,200
1999,6,4,6.4,30.6,27.2,83,5,200
1999,6,5,35.3,28.8,25.7,91,7,200
1999,6,6,12,30.3,25.8,84,6,180
1999,6,7,3.2,29.4,25.6,86,3,160
1999,6,8,0,32.6,27,73,3,240
1999,6,9,4.8,33.2,25,74,3,240
1999,6,10,1.6,32.2,27.2,76,3,320
1999,6,11,57.2,31.7,25,84,3,240
1999,6,12,9.6,28.1,25.8,87,3,200
1999,6,13,0,30.5,26.8,80,4,200
1999,6,14,3.8,31.6,25.4,80,3,200
1999,6,15,32.8,31.2,24,86,3,140
1999,6,16,0,30.7,26.5,78,3,220
1999,6,17,4.6,30.4,26.1,85,3,200
1999,6,18,0,30.5,27,81,3,220
1999,6,19,0,32,26.3,79,3,180
1999,6,20,0,31.8,27.5,74,2,180
1999,6,21,1.6,33.2,25.8,79,3,140
1999,6,22,18.4,33.6,24.1,76,3,120
1999,6,23,10.6,33.2,25,77,3,200
1999,6,24,60.6,32.5,25.2,83,2,200
1999,6,25,0,32.7,27.2,78,3,240
1999,6,26,0.2,31.7,26.2,76,2,90
1999,6,27,4.8,30,25.8,80,2,140
1999,6,28,9.6,28.7,25.4,83,2,140
1999,6,29,29.2,29.8,25.2,90,2,320
1999,6,30,6,30.2,25.6,88,2,180
1999,7,1,0,30.8,26.6,80,4,200
1999,7,2,0.6,30.5,25.8,80,3,200
1999,7,3,0.2,31.8,27,75,2,270
1999,7,4,11.2,32,24.4,83,2,200
1999,7,5,27.6,32.6,24.4,78,3,240
1999,7,6,2.7,30.2,25.2,82,2,40
1999,7,7,0,31.6,25.4,76,3,240
1999,7,8,0.2,31.5,26.2,77,4,240
1999,7,9,5.2,31.2,26.6,81,3,200
1999,7,10,17.2,31.6,26.5,80,5,180
1999,7,11,43,30.5,24.4,84,3,200
1999,7,12,10.2,28.6,24.6,84,4,220
1999,7,13,9.4,29,24,89,4,200
1999,7,14,1.2,31,26.5,80,5,20
1999,7,15,2.4,31.2,26.6,79,4,220
1999,7,16,0.8,31.8,28.2,78,3,200
1999,7,17,3.6,32.5,27.3,79,4,220
1999,7,18,93,31.6,22.8,84,3,200
1999,7,19,60.6,31,23.2,90,4,220
1999,7,20,0.2,29.9,27.2,80,4,220
1999,7,21,54,27.7,24,92,5,200
1999,7,22,35.4,27.5,25.4,88,6,200
1999,7,23,28.8,28.3,25.1,88,7,200
1999,7,24,47.9,27.9,25.2,93,6,200
1999,7,25,6.4,28.4,25.8,83,6,180
1999,7,26,0,30.4,26.5,80,5,200
1999,7,27,35.4,30.2,25.4,88,5,200
1999,7,28,0,28.6,26.2,86,5,200
1999,7,29,2.6,29,25.9,87,5,200
1999,7,30,27.2,28,25,89,4,180
1999,7,31,42.8,26.3,25,95,4,200
1999,8,1,127.6,29.2,25,94,4,200
1999,8,2,170.5,27.6,24.6,93,5,200
1999,8,3,123.9,25.5,24.2,99,5,200
1999,8,4,32,27.2,25.8,94,5,180
1999,8,5,14.8,29.8,26.2,95,6,200
1999,8,6,15.8,27.8,26.3,89,7,180
1999,8,7,0,30,27,84,4,200
1999,8,8,0,31,27.4,82,5,200
1999,8,9,0,30.8,27.2,82,4,220
1999,8,10,0,30.8,27.8,80,4,220
1999,8,11,0,31.5,27.2,78,4,200
1999,8,12,48.6,31,25.5,80,4,200
1999,8,13,6.2,27.3,24.4,88,4,180
1999,8,14,0,30.5,26,78,3,220
1999,8,15,0,31.6,26.4,76,2,240
1999,8,16,2.4,30.5,26.4,78,2,200
1999,8,17,2.6,30.6,26,80,3,240
1999,8,18,9.2,26.7,25.2,89,2,40
1999,8,19,0,28.3,25.6,88,4,200
1999,8,20,50,28,25,91,6,200
1999,8,21,14.8,28.3,24.8,90,4,180
1999,8,22,3.8,29.9,25.5,83,2,220
1999,8,23,4,31.2,25.4,82,3,20
1999,8,24,9.2,30.3,25,87,2,40
1999,8,25,0,31.7,26.2,76,3,200
1999,8,26,0,33.3,26.5,72,3,160
1999,8,27,0,32,27,74,2,270
1999,8,28,13,30.6,26.5,81,2,60
1999,8,29,6.4,32,26.1,80,2,320
1999,8,30,0,31.2,26.8,77,2,90
