date,location,cases,cases_minmax,RAINFALL_minmax,TMAX_minmax,TMIN_minmax,RH_minmax,WIND_SPEED_minmax,WIND_DIR_X,WIND_DIR_Y,state
2016-07-31,MANILA CITY,62,0.2583333333333333,0.0640218878248974,0.660933660933661,0.7758620689655171,0.6473141616928921,0.3544018058690744,-0.4325578879576473,-0.9016061632251742,Medium
2016-08-07,MANILA CITY,89,0.3708333333333333,0.1937072503419972,0.5737100737100737,0.5482758620689654,0.7400976668475309,0.5801354401805869,-0.7058715706786811,-0.7083398377245287,High
2016-08-14,MANILA CITY,57,0.2375,0.99890560875513,0.108108108108108,0.3931034482758622,0.9883342376559956,0.6139954853273136,-0.779665947074937,-0.626195665085396,Medium
2016-08-21,MANILA CITY,76,0.3166666666666666,0.1720930232558139,0.4717444717444719,0.6103448275862073,0.8990775908844272,0.6455981941309255,-0.6632733829897569,-0.7483771906046598,High
2016-08-28,MANILA CITY,107,0.4458333333333333,0.5510259917920657,0.4619164619164618,0.556896551724138,0.8719479110146497,0.6772009029345372,-0.5974852016253368,-0.8018799372965573,High
2016-09-04,MANILA CITY,1,0.0041666666666666,0.2339261285909712,0.540540540540541,0.6258620689655177,0.7129679869777533,0.4853273137697517,-0.4899911516442368,-0.8717274065385088,Low
2016-09-11,MANILA CITY,97,0.4041666666666667,0.0738714090287277,0.660933660933661,0.6379310344827585,0.6085187194791101,0.3227990970654626,-0.4560109591016239,-0.889974159837923,High
2016-09-18,MANILA CITY,0,0.0,0.1461012311901504,0.5073710073710075,0.6568965517241382,0.6587086272381983,0.419864559819413,-0.9848985399859496,0.1731325097534981,Low
2016-09-25,MANILA CITY,119,0.4958333333333333,0.1187414500683994,0.4299754299754301,0.5051724137931033,0.7867607162235486,0.2257336343115124,-0.1998809944403451,-0.9798201814932874,High
2016-10-02,MANILA CITY,0,0.0,0.3570451436388508,0.3562653562653562,0.5224137931034484,0.8100922409115573,0.5169300225733634,-0.1175373974578376,-0.9930684569549264,Low
2016-10-09,MANILA CITY,79,0.3291666666666666,0.1110807113543091,0.4029484029484032,0.5517241379310343,0.7634291915355396,0.3882618510158013,-0.4241994227453898,-0.9055687990111396,High
2016-10-16,MANILA CITY,0,0.0,0.3099863201094391,0.409090909090909,0.4534482758620693,0.7829625610417797,0.3882618510158013,-0.3815544152630357,-0.924346378904187,Low
2016-10-23,MANILA CITY,98,0.4083333333333333,0.028454172366621,0.6056511056511054,0.7310344827586209,0.5968529571351059,0.4514672686230248,-0.8694087071436382,-0.4940936145537884,High
2016-10-30,MANILA CITY,0,0.0,0.0166894664842681,0.685503685503686,0.6396551724137932,0.4574064026044493,0.3227990970654626,0.4276734216886819,0.9039333185479418,Low
2016-11-06,MANILA CITY,97,0.4041666666666667,0.082079343365253,0.5245700245700247,0.4310344827586206,0.7788931090613129,0.3227990970654626,-0.2060334002213235,0.9785449596177171,High
